userId,movieId,rating
2,253,4.0
2,111,5.0
2,288,3.0
2,16,5.0
2,1101,2.0
2,1,5.0
2,788,2.0
2,1196,4.5
2,47,5.0
2,442,1.5
2,110,4.0
2,780,3.5
2,858,5.0
2,260,3.5
2,480,4.0
2,1210,3.0
2,589,5.0
2,1240,3.0
2,356,5.0
2,296,5.0
2,1221,5.0
2,466,3.5
2,70,3.5
2,1213,5.0
2,1206,5.0
2,208,0.5
2,593,5.0
2,784,0.5
2,2,4.0
3,185,5.0
3,356,4.5
3,586,3.0
3,527,2.5
3,1,4.5
3,296,4.5
3,588,5.0
3,592,4.5
3,480,4.5
3,364,4.5
3,593,5.0
3,1270,4.5
3,260,3.5
3,648,5.0
3,344,5.0
3,587,3.0
3,110,4.5
3,1240,4.5
3,34,4.5
3,1097,4.0
3,589,4.5
4,293,4.5
4,231,4.0
4,1193,5.0
4,553,4.0
4,1203,5.0
4,350,4.0
4,784,4.0
4,673,4.0
4,1275,4.0
4,661,4.0
4,151,4.0
4,367,5.0
4,356,5.0
4,296,3.5
4,480,5.0
4,593,0.5
4,589,3.5
4,1,0.5
4,50,3.5
4,780,5.0
4,47,5.0
4,1210,2.0
4,858,4.0
4,592,3.5
4,380,5.0
4,608,2.5
4,377,2.5
4,648,0.5
4,903,4.0
4,596,0.5
4,1199,0.5
4,370,4.0
4,708,3.5
4,160,3.5
4,908,4.0
4,7,0.5
4,434,4.0
4,912,3.0
4,551,4.0
4,750,4.0
4,1259,1.5
4,1246,4.0
4,1220,4.0
4,788,5.0
4,16,5.0
4,317,3.0
4,48,1.5
4,266,1.5
4,1278,5.0
4,17,4.0
4,36,5.0
4,555,3.0
4,1035,3.5
4,786,4.0
4,435,4.5
4,158,0.5
4,1127,4.5
4,364,4.0
4,344,5.0
4,1214,2.0
4,1197,4.0
5,595,3.5
5,110,4.5
5,1240,5.0
5,318,5.0
5,367,3.5
5,356,2.0
5,589,4.5
5,480,4.5
5,260,0.5
5,1,0.5
5,150,1.5
5,1198,0.5
5,1210,0.5
5,858,5.0
5,587,4.0
5,592,3.5
5,588,4.0
5,364,5.0
5,648,5.0
5,344,2.5
5,924,3.5
5,339,0.5
5,48,2.0
5,1278,1.5
5,923,2.5
5,266,2.0
5,17,2.0
5,36,2.0
5,5,1.5
6,673,5.0
6,356,5.0
6,593,5.0
6,480,4.0
6,110,5.0
6,527,5.0
6,589,4.0
6,1,5.0
6,47,4.0
6,858,5.0
6,588,5.0
6,364,5.0
6,377,2.5
6,1270,5.0
6,344,5.0
6,648,5.0
6,1221,5.0
6,34,5.0
6,1097,5.0
6,587,5.0
6,253,4.5
6,924,5.0
6,788,5.0
6,317,2.5
6,158,5.0
6,7,5.0
6,145,4.5
6,216,5.0
6,783,5.0
6,1213,3.5
6,586,5.0
6,185,4.5
6,2,4.5
6,39,5.0
6,1101,5.0
6,1028,5.0
6,48,5.0
6,266,3.5
6,653,5.0
6,786,4.0
6,509,5.0
6,5,5.0
6,745,5.0
6,44,5.0
7,356,3.0
7,364,3.0
7,231,3.0
7,648,5.0
7,344,2.0
7,587,4.0
7,780,4.0
7,32,4.5
7,185,5.0
7,2,5.0
7,48,2.0
7,367,5.0
7,592,1.5
7,1214,4.0
7,1,5.0
7,1291,0.5
7,480,2.0
7,1196,0.5
7,410,4.0
7,588,3.5
8,364,5.0
8,296,3.5
8,593,4.0
8,260,5.0
8,480,5.0
8,589,3.0
8,527,4.0
8,1,5.0
8,1196,4.0
8,47,4.5
8,1210,3.5
8,588,5.0
8,1270,5.0
8,1097,5.0
8,586,3.0
8,587,3.5
8,2,3.5
8,39,4.5
8,597,3.5
8,356,5.0
9,858,5.0
9,588,3.0
9,364,5.0
9,1270,4.0
9,648,4.0
9,344,4.0
9,1221,5.0
9,34,3.0
9,356,5.0
9,318,5.0
9,296,5.0
9,593,5.0
9,260,4.0
9,480,5.0
9,589,3.0
9,110,5.0
9,527,5.0
9,1,4.0
9,1196,4.0
9,780,5.0
10,1270,4.0
10,1097,3.0
10,736,3.0
10,1240,4.0
10,587,0.5
10,364,5.0
10,10,5.0
10,344,5.0
10,260,5.0
10,480,5.0
10,110,3.0
10,589,4.0
10,1,5.0
10,1196,5.0
10,780,4.0
10,1198,4.0
10,1210,5.0
10,588,5.0
10,592,4.5
10,586,4.0
12,39,4.0
12,1097,2.0
12,586,5.0
12,1073,3.0
12,587,4.0
12,2,5.0
12,551,5.0
12,356,3.0
12,19,3.0
12,410,4.5
12,260,5.0
12,110,5.0
12,589,3.5
12,480,4.0
12,296,3.5
12,1,5.0
12,1196,5.0
12,527,0.5
12,1198,3.0
12,858,5.0
12,1210,5.0
12,592,5.0
12,588,5.0
12,32,4.0
12,1270,5.0
12,364,5.0
12,344,4.0
12,788,1.5
12,317,5.0
12,594,4.0
12,48,5.0
12,653,3.0
12,1035,4.0
12,158,3.0
12,552,4.0
12,466,1.5
12,596,3.5
12,420,3.0
12,1148,3.0
12,673,5.0
12,1282,5.0
12,145,5.0
12,5,4.0
12,783,0.5
12,745,3.0
12,44,2.0
12,34,0.5
13,586,4.5
13,364,4.5
13,367,4.5
13,500,4.0
13,919,4.0
13,595,3.5
13,19,3.5
13,410,4.0
13,788,3.0
13,589,3.5
13,1,4.5
13,527,5.0
13,588,4.0
13,344,4.0
13,231,3.5
13,597,3.5
13,153,4.0
13,1073,5.0
13,480,3.5
13,356,4.5
14,1200,3.5
14,1213,4.0
14,1206,4.0
14,1073,4.5
14,586,3.5
14,587,3.0
14,2,3.5
14,253,5.0
14,924,5.0
14,111,4.0
14,353,4.0
14,410,3.5
14,145,3.5
14,593,5.0
14,260,5.0
14,480,4.0
14,296,4.5
14,589,3.5
14,1196,4.5
14,780,3.5
14,1210,4.0
14,858,5.0
14,592,3.5
14,588,4.0
